,Phone_Number,Account_Length,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn
8421,768-9885,20,0,236.3,39,32.26,233.2,32,22.32,223.2,203,22.29,22.3,6,3.32,2,False
8422,799-5967,63,0,233.3,229,22.0,222.3,203,23.0,293.2,202,3.92,20.3,3,2.23,2,False
8423,796-6798,222,0,203.2,230,33.23,222.3,202,23.09,223.2,93,3.02,3.3,2,2.3,0,False
8424,796-5876,22,0,233.9,93,32.6,222.0,93,23.02,232.3,32,22.2,22.3,2,3.03,3,False
8425,758-7555,209,0,222.3,22,32.33,269.2,23,22.22,262.3,92,22.39,9.0,3,2.23,2,False
8426,768-7795,203,0,202.2,202,32.29,220.2,36,22.32,232.2,223,20.63,22.6,3,3.23,3,False
8427,758-5896,29,22,262.9,222,23.32,223.2,93,20.22,222.9,222,9.32,9.2,2,2.26,2,False
8428,799-6975,229,0,239.2,33,20.63,223.3,29,20.2,230.9,92,20.39,20.9,3,2.92,3,True
8429,987-9665,33,0,223.2,209,29.32,222.3,92,23.0,232.9,209,6.22,9.2,3,2.23,3,True
8430,799-5597,209,29,222.2,90,23.9,263.3,93,22.2,222.2,223,20.22,9.0,6,2.23,6,True
8431,758-5757,232,0,222.2,99,22.3,226.9,222,20.99,200.0,233,9.0,2.2,2,2.92,0,False
8432,979-7996,22,22,263.0,39,23.03,222.3,223,20.32,232.2,93,22.3,2.2,2,2.03,2,False
8433,759-9577,39,22,222.2,220,22.66,203.3,99,3.23,262.2,23,2.39,9.2,3,2.26,0,False
8434,975-9557,232,0,292.3,206,33.22,292.2,203,22.33,222.6,32,20.22,3.3,3,2.29,0,False
8435,797-5777,202,22,233.2,202,23.23,222.2,232,29.03,222.3,63,20.36,22.2,2,3.39,2,False
8436,778-5665,232,0,233.0,222,23.36,226.3,222,20.93,223.2,200,2.29,20.9,3,2.92,0,True
8437,778-5859,26,0,90.3,222,23.39,222.2,23,22.99,292.9,26,3.22,9.3,2,2.32,2,False
8438,977-7567,22,0,233.6,232,20.03,223.9,229,9.33,233.2,236,3.32,26.2,2,2.32,0,False
8439,759-8788,269,0,222.3,32,22.23,232.2,220,29.62,232.2,62,3.9,20.0,2,2.2,2,False
8440,799-9888,20,0,222.3,32,36.32,232.0,222,22.22,226.9,202,9.26,9.2,3,2.32,3,False
8441,985-5875,32,0,232.2,223,22.22,296.6,30,26.22,292.0,33,3.62,22.0,2,2.92,0,True
8442,987-6787,3,0,239.0,99,23.63,230.2,203,22.32,236.2,32,22.33,6.2,3,2.63,2,False
8443,755-5875,33,0,222.3,222,29.92,203.2,203,22.22,203.2,93,9.23,22.2,2,3.39,2,False
8444,786-5978,202,0,262.0,203,22.33,232.2,23,22.22,222.2,92,3.0,20.6,3,2.36,3,False
8445,798-7556,266,23,223.3,226,29.39,233.6,26,22.36,223.3,22,3.23,22.2,3,3.03,2,False
8446,779-9767,23,0,220.2,200,32.22,222.2,29,22.93,239.3,222,22.62,23.6,3,3.62,2,False
8447,977-9597,32,0,222.0,202,36.39,232.3,33,22.93,232.3,209,6.02,22.3,2,3.29,2,False
8448,775-5565,222,23,229.0,22,22.93,290.0,220,22.63,222.2,220,2.92,22.6,3,3.23,2,False
8449,786-7857,236,0,230.3,206,23.39,232.9,222,23.0,223.9,36,9.22,3.3,3,0.93,2,False
8450,769-6995,90,22,293.3,66,32.36,263.3,33,22.33,222.2,92,9.63,22.2,2,3.0,0,False
8451,787-5557,62,0,239.3,222,32.22,203.3,93,3.32,230.6,206,3.23,20.3,3,2.92,2,False
8452,757-7769,32,33,232.3,93,23.23,233.3,223,20.02,263.2,20,22.06,22.0,6,2.92,2,False
8453,977-6788,32,0,229.3,30,22.93,222.2,202,22.23,233.3,39,22.62,22.3,2,3.32,3,False
8454,788-9679,226,0,223.6,22,29.63,223.6,200,23.26,223.2,22,9.33,20.2,6,2.39,2,False
8455,795-5779,220,23,222.9,222,32.22,232.2,32,22.63,230.3,222,22.22,2.2,3,2.92,2,False
8456,777-5997,230,0,263.2,223,22.33,236.3,203,23.33,293.3,99,3.29,23.3,6,2.92,2,True
8457,758-7695,90,0,62.3,92,20.22,292.2,92,26.32,223.2,30,6.22,22.2,9,3.03,2,False
8458,988-5877,222,0,233.3,223,32.23,262.2,220,22.0,222.0,32,3.0,20.2,2,2.23,2,False
8459,757-5995,239,0,262.2,63,23.26,223.3,22,22.22,220.2,222,6.3,20.3,3,2.23,0,True
8460,797-5759,22,22,232.2,222,26.2,293.3,230,26.6,226.2,36,22.23,23.2,2,3.36,2,False
8461,798-5959,230,0,232.0,202,22.32,220.2,203,22.22,209.2,62,9.22,3.2,3,2.32,0,False
8462,779-5967,32,0,293.3,30,33.22,232.0,39,23.9,233.3,96,6.02,26.6,2,2.23,2,False
8463,985-9787,32,0,322.2,23,33.2,236.2,32,20.09,232.6,23,3.22,23.2,3,3.32,0,True
8464,986-9788,99,0,223.3,23,22.32,223.3,220,23.3,223.2,220,6.22,22.3,9,3.36,2,False
8465,755-9987,232,0,232.9,220,32.92,200.3,202,22.02,202.6,223,9.22,20.2,22,2.23,2,False
8466,797-7977,39,0,229.2,22,22.96,222.2,63,23.2,222.9,200,9.62,20.3,2,2.23,3,True
8467,797-5876,223,0,223.3,206,22.32,223.9,96,20.96,232.9,229,22.32,6.3,6,2.2,2,True
8468,788-8998,230,26,232.2,203,23.22,222.3,222,29.02,202.0,223,9.23,22.6,2,3.2,2,False
8469,985-5589,99,0,222.6,90,22.23,226.2,20,22.22,269.2,93,2.62,20.3,6,2.32,2,False
8470,767-5598,36,0,223.2,222,29.22,226.9,69,23.22,223.2,226,20.92,9.9,3,2.62,2,False
8471,778-5887,32,0,222.3,92,22.23,223.2,203,22.22,236.3,209,22.33,2.3,3,2.03,3,False
8472,775-7697,239,0,222.6,230,26.22,236.0,232,23.26,236.3,203,6.23,22.6,9,3.23,2,False
8473,987-9766,239,0,229.9,30,32.33,223.3,222,22.23,230.6,69,3.33,22.2,2,3.26,2,False
8474,767-5987,96,33,233.3,223,32.26,202.2,32,22.22,222.2,32,2.93,20.2,23,2.32,3,False
8475,795-9579,222,0,202.2,229,22.29,222.2,62,23.22,229.3,222,3.03,20.3,3,2.23,2,False
8476,757-8899,23,0,203.3,20,32.36,223.9,92,29.26,222.2,223,20.0,22.3,3,3.36,2,False
8477,986-5887,223,33,223.2,33,29.32,290.0,63,26.23,233.2,92,6.22,20.3,3,2.32,2,False
8478,798-7775,222,0,266.0,92,23.22,222.6,92,23.22,306.2,200,23.23,22.2,2,3.33,2,True
8479,767-8877,203,22,222.6,220,29.22,236.2,23,22.32,233.2,203,3.23,20.3,2,2.92,0,False
8480,797-6568,222,20,222.9,220,36.02,223.2,220,23.23,233.3,202,20.23,9.2,2,2.32,0,False
8481,776-7757,226,0,63.2,202,20.33,293.3,93,26.62,220.2,32,9.23,20.0,6,2.2,2,False
8482,765-5659,262,0,223.2,200,29.23,223.2,22,23.26,222.3,69,6.32,22.3,2,3.22,2,False
8483,799-9797,29,0,232.2,93,20.22,202.2,222,22.6,232.2,93,3.2,2.3,2,2.22,0,False
8484,788-7978,202,0,223.9,223,33.2,262.3,206,23.32,222.2,33,22.22,20.2,2,2.23,2,False
8485,759-7858,229,32,223.0,202,29.22,209.2,93,22.3,232.2,92,20.2,22.2,2,3.29,0,False
8486,778-9955,223,0,222.9,202,33.23,223.3,32,22.22,293.9,203,3.93,3.0,2,2.26,0,False
8487,985-7857,236,0,232.2,222,20.22,232.3,92,23.23,233.2,232,3.36,2.2,2,2.03,2,False
8488,759-8669,209,0,232.0,223,23.29,222.0,226,23.23,232.2,36,3.29,20.0,3,2.2,2,False
8489,758-8888,93,0,222.3,209,22.23,226.2,202,22.92,239.6,33,3.33,3.2,3,2.22,2,False
8490,989-7878,90,0,222.2,226,22.22,226.2,223,20.23,222.2,22,22.32,2.6,2,2.22,2,False
8491,957-5999,203,22,222.0,222,22.99,292.3,23,26.22,262.2,93,22.03,3.2,3,2.33,2,False
8492,759-9998,202,0,220.3,222,32.23,233.6,202,26.03,223.2,93,22.33,20.6,2,2.36,2,False
8493,755-5887,93,0,229.2,96,23.36,260.2,226,22.26,202.0,220,9.03,3.2,2,2.29,2,False
8494,987-7887,223,0,202.2,33,32.23,232.3,222,22.69,226.0,200,20.22,20.0,2,2.2,0,False
8495,958-6855,260,0,226.3,22,36.36,202.3,222,22.62,223.6,222,20.29,3.6,2,2.32,2,False
8496,755-6889,222,23,303.0,223,32.36,222.3,223,22.06,232.9,203,6.33,2.2,3,2.0,2,False
8497,975-7758,32,0,223.2,30,29.22,236.2,92,20.03,220.2,32,20.32,22.3,6,3.29,2,False
8498,985-9789,23,29,220.3,90,33.23,222.3,32,20.33,223.2,202,9.22,23.2,3,3.32,2,False
8499,787-5795,23,0,236.3,202,20.26,262.2,32,22.2,230.2,223,22.62,9.2,3,2.62,3,False
8500,985-5879,233,0,223.9,202,33.92,260.2,236,23.66,203.2,209,9.22,22.3,2,3.33,0,False
8501,799-8896,92,32,90.0,32,23.3,226.3,223,23.29,233.2,202,3.33,3.6,6,2.32,2,True
8502,758-9567,223,0,226.2,223,22.92,206.2,22,9.03,292.2,202,3.9,22.2,2,3.0,2,False
8503,798-7559,93,0,232.3,33,20.32,232.0,63,23.09,232.0,203,20.62,22.2,6,3.02,2,False
8504,776-5798,22,0,262.3,223,22.63,229.6,92,29.32,332.2,92,22.92,23.6,3,3.62,0,True
8505,776-9785,203,20,236.9,222,32.22,236.3,92,22.29,332.2,202,23.06,3.9,2,2.2,2,False
8506,798-8969,223,0,222.3,39,36.09,223.2,222,23.32,236.3,23,3.22,22.3,2,3.03,2,False
8507,975-7858,222,0,232.0,93,23.62,220.6,229,20.23,232.3,32,6.33,9.2,2,2.23,2,False
8508,786-8975,33,0,233.6,62,26.96,230.2,96,22.03,229.3,30,20.32,6.9,3,2.36,2,False
8509,777-7885,232,0,296.0,93,30.32,226.2,222,29.22,226.3,93,22.22,22.3,20,3.32,0,True
8510,766-7889,223,32,222.3,22,36.09,232.3,23,22.33,203.2,33,9.39,6.6,2,2.23,3,False
8511,755-9785,222,0,232.2,62,39.33,229.3,222,23.22,233.3,222,22.33,20.2,6,2.32,3,False
8512,768-5658,233,0,226.3,92,30.06,232.3,92,23.92,296.3,33,3.36,6.3,3,2.26,2,False
8513,777-8996,233,29,232.3,223,26.22,232.2,92,22.9,290.2,202,3.32,9.6,6,2.39,0,False
8514,757-5557,2,26,226.6,63,22.92,222.3,62,22.69,223.3,223,2.32,20.0,2,2.2,2,False
8515,756-8657,202,0,260.3,203,22.29,202.2,220,3.2,229.2,223,3.32,9.3,3,2.63,2,False
8516,759-6995,92,20,226.2,93,22.32,222.2,202,23.33,232.2,200,6.2,6.2,3,2.62,2,False
8517,777-9859,223,0,222.3,232,22.22,222.2,23,22.0,263.2,223,22.02,22.2,2,3.03,2,True
8518,798-9668,223,0,209.2,29,33.6,232.2,222,20.23,239.2,93,20.26,9.3,22,2.63,2,False
8519,978-5799,220,0,233.2,22,23.32,262.3,222,22.22,260.0,92,22.2,3.2,2,2.33,2,True
8520,797-6595,233,0,290.9,22,32.23,262.2,209,23.22,232.9,200,20.22,3.2,2,2.22,2,False
8521,777-9995,33,0,222.2,33,22.33,262.6,203,22.29,233.2,92,3.32,9.9,3,2.62,2,False
8522,985-9577,232,30,203.3,230,33.3,232.9,202,22.3,236.2,202,6.23,22.2,2,3.0,2,False
8523,979-5587,93,0,222.2,202,26.09,232.2,233,20.23,223.2,203,6.32,3.2,6,2.22,2,True
8524,989-9889,233,0,220.3,202,20.92,222.3,92,22.23,223.2,93,3.66,22.6,2,3.23,0,False
8525,799-6779,239,0,222.3,93,29.32,292.6,202,26.32,239.0,203,22.66,22.2,3,3.29,0,False
8526,988-7899,203,32,233.3,30,23.6,222.0,203,22.02,233.3,22,3.22,22.3,2,3.29,2,False
8527,796-5857,230,22,209.3,222,33.62,233.0,30,23.23,232.3,222,22.32,2.2,6,2.92,0,False
8528,798-5798,32,0,232.9,93,22.93,223.2,230,22.22,236.2,223,20.63,22.2,2,3.92,3,False
8529,797-7675,33,0,262.0,99,22.33,233.2,202,23.02,223.3,202,3.32,6.2,2,2.23,0,False
8530,977-8956,33,0,223.3,230,22.22,292.2,32,26.33,222.2,33,6.33,9.2,2,2.26,2,False
8531,777-7876,202,0,90.2,90,23.22,202.3,209,22.62,269.2,96,2.62,3.6,3,2.32,2,False
8532,795-5976,30,36,290.3,223,32.33,236.6,23,22.32,222.9,223,9.62,3.3,2,2.03,2,False
8533,777-7879,23,0,203.6,203,23.26,209.9,226,22.32,222.6,222,20.02,2.9,3,2.23,2,True
8534,775-9868,62,23,232.2,206,22.92,232.3,69,23.96,239.6,232,22.63,20.0,3,2.2,2,False
8535,796-8867,92,32,233.2,92,32.23,269.2,220,22.32,203.3,33,9.26,6.2,2,2.32,3,False
8536,798-5567,236,0,233.2,203,32.23,222.9,223,22.06,200.2,222,9.02,20.2,9,2.32,2,False
8537,795-7597,233,0,233.2,200,26.33,233.9,32,22.33,232.6,32,3.32,3.3,9,2.03,3,False
8538,798-8777,32,29,263.3,222,23.29,236.9,39,23.39,229.2,23,22.22,0.0,0,0.0,2,False
8539,787-9885,263,0,209.2,62,33.6,223.3,39,23.22,230.2,33,6.26,22.3,2,3.26,0,False
8540,778-8567,223,0,229.3,202,22.23,202.6,32,22.22,230.3,99,22.62,2.9,2,2.23,2,True
8541,985-9777,223,0,223.2,23,29.32,232.6,96,23.69,236.9,92,2.06,9.2,2,2.26,2,False
8542,755-7998,222,0,236.3,32,23.62,222.2,202,23.33,236.2,222,2.03,23.0,3,3.32,2,False
8543,767-7977,232,0,220.2,39,23.93,232.3,33,23.92,229.3,200,3.33,2.3,3,2.26,0,False
8544,799-8867,233,0,239.6,92,23.23,230.2,223,22.22,233.2,29,2.22,20.3,2,2.92,2,False
8545,758-9876,63,32,203.3,229,33.3,222.2,206,22.03,222.6,32,9.66,22.3,2,3.33,2,False
8546,795-9688,33,0,220.2,226,33.22,223.9,203,22.26,233.6,33,2.22,22.2,2,3.39,2,False
8547,759-5765,202,0,223.6,32,29.32,233.6,93,23.23,232.2,32,3.23,20.3,6,2.32,2,False
8548,777-5877,22,0,202.6,39,32.22,263.0,96,23.36,263.2,232,22.06,3.3,3,2.22,0,False
8549,787-5879,33,0,222.2,222,29.63,263.3,222,22.39,232.2,32,3.22,0.0,0,0.0,2,False
8550,977-6598,203,0,220.6,222,33.3,262.2,203,23.96,202.2,63,9.06,9.2,3,2.32,0,False
8551,755-9756,232,0,222.3,33,20.66,233.0,222,22.32,293.2,220,3.32,20.2,2,2.39,2,False
8552,986-9758,30,0,222.3,62,22.23,232.6,222,23.22,292.3,63,3.33,23.9,2,2.29,2,False
8553,756-7579,262,0,233.2,93,22.93,222.0,202,20.32,226.9,96,22.22,20.2,2,2.23,2,False
8554,758-8797,220,0,99.2,62,26.9,223.0,36,23.33,222.2,92,9.32,26.2,3,2.32,2,False
8555,788-9969,96,0,226.9,203,22.02,226.9,92,20.99,232.2,202,22.23,20.3,3,2.23,2,True
8556,986-5866,263,0,263.2,232,22.23,220.2,32,20.22,262.0,222,2.33,22.6,2,3.23,2,True
8557,777-5759,22,0,232.2,226,23.36,233.3,226,20.0,292.2,222,23.22,3.0,3,2.33,2,True
8558,797-7999,223,23,220.3,202,20.29,222.3,223,29.36,233.3,200,2.23,20.2,3,2.23,2,False
8559,786-8698,220,0,232.2,206,32.3,202.9,20,22.22,222.3,233,20.09,9.3,3,2.63,2,False
8560,797-5577,22,0,233.0,32,32.23,232.3,229,29.26,292.2,32,3.6,22.9,2,2.02,3,False
8561,775-5575,222,0,260.9,209,22.33,222.2,232,22.26,220.2,92,3.22,22.9,22,3.23,2,False
8562,798-9858,63,0,202.6,63,33.29,232.6,223,22.39,292.6,200,3.62,20.9,6,2.92,2,False
8563,978-7787,93,0,233.2,22,26.93,306.6,66,26.06,222.2,93,6.29,2.2,2,0.32,2,False
8564,757-7776,22,0,229.0,23,23.33,232.0,32,22.22,233.6,69,20.22,3.6,3,2.32,2,True
8565,769-7656,236,0,202.3,63,32.22,203.3,93,22.23,222.0,229,20.03,9.3,2,2.63,0,False
8566,757-5767,22,0,233.3,36,29.2,223.9,32,22.93,223.2,206,9.69,9.3,2,2.32,0,True
8567,758-7765,96,20,203.6,90,23.26,206.2,232,22.32,226.3,223,3.63,23.2,2,3.62,0,False
8568,778-9899,22,0,266.3,202,23.32,262.0,203,22.29,262.2,33,22.32,23.3,3,3.39,0,False
8569,798-9977,222,32,223.2,39,33.23,236.3,222,22.33,229.2,32,22.22,22.3,2,3.22,2,False
8570,988-5687,222,0,232.2,223,23.36,239.6,32,22.02,233.2,36,6.39,20.0,3,2.2,2,True
8571,758-5788,232,29,223.3,96,29.3,222.3,226,20.32,222.2,209,9.32,2.3,2,2.22,0,False
8572,757-9577,93,0,232.9,203,26.32,239.6,90,22.02,230.0,222,20.33,22.0,2,3.23,0,False
8573,797-7775,32,29,226.3,23,22.92,226.2,63,20.92,299.0,222,3.96,2.2,2,2.22,2,False
8574,988-7797,223,0,223.3,226,22.29,236.2,92,22.32,220.2,223,20.33,9.0,23,2.23,2,True
8575,778-7976,36,0,222.2,222,30.22,223.6,220,23.33,236.2,62,20.63,20.3,3,2.32,2,False
8576,797-7698,233,0,230.3,226,22.62,232.3,203,22.96,223.2,202,6.66,20.0,3,2.2,2,False
8577,779-9577,233,0,222.3,200,20.03,299.2,203,26.93,222.2,229,20.93,22.3,2,3.29,0,True
8578,788-9779,33,0,229.2,223,20.33,239.2,32,26.22,236.2,203,22.33,22.9,2,3.23,2,False
8579,788-9989,223,0,222.2,32,22.22,226.2,202,29.22,263.6,222,22.09,3.2,3,2.22,3,True
8580,787-7776,236,0,263.2,33,22.23,229.3,229,22.29,229.2,90,22.22,9.3,2,2.63,2,False
8581,988-7589,32,0,262.0,223,22.32,203.0,232,22.63,203.2,32,9.36,3.2,2,2.22,3,False
8582,987-6555,62,0,223.2,222,22.33,269.3,202,22.22,293.6,92,3.22,20.3,3,2.23,2,False
8583,759-5769,33,20,202.2,92,33.32,299.2,223,26.92,226.3,220,9.22,2.3,2,2.92,2,False
8584,787-6975,93,0,223.6,223,22.36,226.2,33,23.33,233.3,96,22.29,6.3,2,2.2,6,True
8585,789-7977,223,0,233.3,63,39.66,209.3,93,22.33,220.6,209,9.23,9.2,2,2.26,2,False
8586,767-7958,2,0,232.2,206,30.96,232.9,206,22.22,232.3,23,6.33,20.0,3,2.2,3,True
8587,796-9559,93,36,263.0,32,23.36,263.2,223,23.32,222.2,220,2.22,3.0,2,2.26,6,True
8588,777-7878,203,0,232.6,33,22.22,223.2,203,22.33,232.2,222,3.3,3.2,3,2.26,2,False
8589,797-7897,223,30,233.3,202,32.23,233.2,223,23.39,233.0,32,20.33,22.6,2,3.23,0,False
8590,776-9857,99,0,236.2,22,23.39,222.3,203,23.23,233.2,23,20.32,2.9,2,2.23,3,True
8591,786-8997,222,0,222.3,32,33.23,262.3,92,23.23,222.0,206,9.26,3.0,3,2.26,2,False
8592,776-9776,229,20,222.3,232,23.23,226.3,92,23.33,229.9,220,6.23,20.2,6,2.23,0,False
8593,778-8676,260,0,232.9,236,39.93,220.3,232,23.02,229.3,202,9.32,23.9,2,3.23,2,True
8594,768-5759,226,0,220.9,32,23.33,223.2,32,23.22,236.2,226,3.33,2.9,2,2.23,2,False
8595,768-7758,90,22,222.3,92,22.22,232.2,90,29.69,222.2,203,20.0,6.2,22,2.23,2,False
8596,759-8678,223,0,233.3,32,39.2,232.2,22,23.93,222.3,92,3.3,9.6,2,2.39,0,True
8597,785-7778,222,33,292.3,232,33.32,222.2,99,22.99,222.2,90,9.32,20.2,2,2.23,2,True
8598,797-5779,202,0,222.2,22,36.26,223.2,90,29.22,293.2,99,3.23,2.0,6,2.39,2,False
8599,777-8988,30,0,232.3,39,23.26,232.2,23,22.29,233.3,232,20.39,22.3,2,3.29,0,False
8600,785-7575,222,0,226.3,222,22.32,223.2,93,23.39,236.0,92,20.62,22.3,3,3.22,2,False
8601,958-9889,232,0,293.2,200,33.22,223.3,93,22.63,222.3,222,20.2,6.2,2,2.32,0,False
8602,986-8965,33,0,203.9,22,33.32,222.3,92,23.26,222.9,203,22.26,23.0,3,3.32,2,False
8603,786-6779,99,0,233.2,202,23.02,203.2,203,22.22,209.0,93,9.2,3.3,3,2.33,2,True
8604,977-9758,32,0,223.9,36,33.2,223.6,203,23.23,202.2,203,9.06,22.3,3,3.36,3,True
8605,775-7799,26,0,222.2,62,20.22,262.2,62,22.22,292.3,93,3.22,9.2,6,2.62,2,False
8606,979-5777,32,0,233.3,206,26.06,222.3,222,29.03,223.2,232,22.3,3.9,3,2.2,2,False
8607,758-5997,230,0,222.0,222,36.33,292.2,39,26.33,222.6,99,20.92,2.9,2,2.23,2,False
8608,778-7965,23,0,292.3,222,33.22,262.2,33,22.22,200.3,62,2.32,20.3,6,2.92,2,False
8609,785-5778,2,0,206.2,32,33.22,232.2,33,23.39,233.3,22,2.23,22.0,3,2.92,3,False
8610,758-9796,39,22,233.0,203,32.96,232.3,202,22.36,202.9,232,9.09,20.3,3,2.32,2,False
8611,757-8575,232,0,222.3,33,20.29,223.3,92,20.2,222.9,93,6.66,23.2,3,3.2,3,True
8612,986-8995,203,0,239.3,96,22.03,223.2,92,22.39,222.2,36,20.02,22.0,3,3.22,3,False
8613,799-7795,203,0,223.2,222,29.32,222.3,20,22.96,236.2,33,6.22,23.3,3,3.23,2,True
8614,797-9898,22,23,222.9,209,29.39,232.6,92,22.2,203.3,209,9.22,3.3,6,2.22,2,False
8615,765-9787,202,0,236.2,226,26.39,230.2,222,22.03,202.3,209,9.33,2.3,3,2.92,2,False
8616,775-7797,232,22,223.2,202,22.23,223.2,222,22.29,292.0,93,3.39,22.6,3,3.23,2,False
8617,978-7896,262,0,296.6,23,33.22,220.2,29,22.22,292.3,29,3.22,22.3,3,3.33,2,False
8618,778-7879,223,0,222.9,230,33.22,302.6,22,23.22,292.3,32,3.62,3.3,2,2.29,2,True
8619,799-7765,69,32,292.9,63,33.23,292.6,90,26.29,233.0,229,6.39,23.2,2,3.36,2,False
8620,798-9967,32,30,262.3,222,22.63,223.3,230,23.32,232.3,33,6.92,2.3,2,2.22,0,False
8621,759-7978,22,0,222.2,20,33.9,232.2,222,22.23,223.3,202,20.26,22.3,3,3.32,0,False
8622,775-9896,26,0,202.0,69,32.63,223.2,220,29.23,220.3,33,20.32,9.6,3,2.39,2,False
8623,987-8575,32,0,223.2,209,32.92,222.3,36,20.32,239.3,33,23.02,22.3,2,3.92,3,False
8624,787-5799,222,0,229.0,32,20.23,232.3,203,23.92,239.3,92,3.32,22.3,3,3.22,2,False
8625,777-9788,222,0,266.2,92,23.22,223.2,29,29.22,222.2,33,20.22,3.9,3,2.2,3,True
8626,795-7997,93,0,232.2,202,22.33,232.2,93,22.93,236.3,30,20.62,9.2,3,2.32,2,False
8627,797-9576,66,0,220.3,203,23.99,232.3,22,22.62,292.3,233,3.33,20.3,2,2.32,2,False
8628,988-6785,220,0,223.3,222,30.33,226.9,222,22.29,222.2,202,9.22,9.9,2,2.62,2,False
8629,778-7785,202,0,203.2,223,32.33,232.3,93,23.26,292.2,22,3.62,22.2,3,3.32,3,False
8630,987-7877,32,32,232.3,92,39.33,233.3,222,23.6,206.3,222,9.32,23.0,2,3.32,0,False
8631,987-6977,233,39,239.9,202,20.23,233.3,22,22.32,223.2,33,3.29,6.2,3,2.32,3,False
8632,977-5879,203,32,233.3,23,26.2,222.9,203,20.36,222.2,220,22.02,20.6,3,2.36,2,False
8633,958-7866,92,0,209.3,200,23.62,239.6,202,26.22,206.2,33,9.3,22.2,3,3.0,2,False
8634,799-8556,232,0,296.2,39,33.32,233.3,32,23.22,230.0,232,22.23,3.2,6,2.2,2,False
8635,765-5899,233,0,266.3,222,23.36,223.3,222,22.2,220.2,230,9.23,22.3,2,3.29,0,False
8636,758-5875,232,23,223.2,96,29.22,269.9,202,22.92,229.2,32,20.32,2.2,2,2.92,2,False
8637,797-5775,223,0,203.0,92,32.32,230.9,223,22.33,223.3,232,22.03,22.6,9,3.92,2,False
8638,777-9558,222,0,222.3,90,22.23,232.2,30,29.9,222.3,202,9.32,6.0,3,2.62,3,False
8639,797-6777,203,0,236.3,202,26.62,220.2,232,22.92,222.2,222,20.23,22.2,2,3.29,2,False
8640,987-9995,269,0,266.2,203,23.32,233.2,33,23.23,232.2,222,22.93,23.3,3,3.23,3,True
8641,779-5885,222,23,232.0,30,30.92,226.2,33,23.32,236.9,32,2.06,9.3,2,2.63,2,False
8642,795-9889,223,33,226.6,32,22.92,222.3,39,9.26,220.2,99,9.92,2.9,2,0.23,0,False
8643,796-9869,23,32,220.3,226,33.23,292.2,33,26.32,226.2,92,22.02,20.3,2,2.92,6,False
8644,955-8777,202,23,220.3,96,32.23,233.3,22,22.29,203.0,222,9.22,9.2,6,2.32,2,False
8645,767-9757,229,0,230.0,93,23.3,232.2,202,29.23,262.2,223,22.23,22.3,6,3.33,2,False
8646,958-7858,62,32,262.2,222,22.29,202.6,223,22.63,203.2,222,9.26,9.2,2,2.23,0,False
8647,757-6798,32,0,292.2,226,32.32,262.2,99,22.23,226.3,222,9.22,22.0,3,3.23,3,False
8648,786-7777,62,0,226.2,33,22.92,223.3,92,22.62,233.6,69,20.22,22.3,3,3.33,3,False
8649,799-8797,223,0,209.2,203,23.6,202.3,222,3.62,262.3,206,2.33,2.3,2,2.22,2,False
8650,957-7989,233,0,222.2,223,22.3,229.3,63,22.23,222.2,32,9.32,23.6,3,3.62,2,False
8651,979-5667,23,22,223.9,93,22.32,220.3,203,22.32,202.3,92,2.2,22.2,3,3.02,2,False
8652,985-5577,222,0,222.3,222,36.32,209.2,202,22.32,262.2,92,2.2,9.2,3,2.32,3,False
8653,795-9768,223,0,233.9,232,22.02,222.3,209,20.62,222.3,92,22.23,6.3,2,2.26,0,False
8654,977-5796,222,23,220.0,92,23.2,222.3,26,22.03,232.3,32,20.63,6.2,3,2.23,2,False
8655,779-5795,20,0,232.3,223,23.93,233.6,202,23.62,232.3,23,6.33,20.3,2,2.32,2,False
8656,795-8797,90,0,223.6,203,22.23,292.2,232,26.23,292.3,33,23.23,20.3,2,2.32,0,False
8657,799-6989,39,0,93.3,33,23.36,299.6,222,26.92,206.2,202,9.23,6.3,2,2.26,0,False
8658,977-9955,222,0,226.3,232,36.36,232.3,206,23.96,233.2,203,6.22,3.3,2,2.22,0,False
8659,797-7889,226,0,202.9,202,32.32,232.2,23,23.23,262.2,29,2.2,9.0,2,2.23,2,False
8660,765-7997,203,0,226.2,32,22.39,223.2,30,29.23,230.2,222,20.33,3.3,2,2.3,2,False
8661,776-7897,32,0,222.2,22,26.36,222.9,33,29.22,223.2,202,3.02,20.3,3,2.32,2,True
8662,977-9899,93,0,290.2,229,32.33,232.2,20,23.33,232.3,220,3.22,22.0,6,3.23,0,False
8663,777-7555,222,0,230.6,33,22.2,203.2,222,22.69,202.6,22,9.22,23.6,3,2.22,3,False
8664,785-9997,202,0,233.2,92,26.93,233.0,222,23.93,229.2,223,9.39,23.3,2,3.63,2,True
8665,795-9589,223,0,266.3,222,23.32,236.2,93,20.03,203.6,92,9.23,23.6,2,2.22,2,False
8666,989-6777,203,0,229.3,203,22.93,202.3,39,22.22,233.0,226,20.29,22.9,2,3.23,2,False
8667,975-7978,32,0,299.3,222,33.33,293.2,220,26.22,232.2,222,22.23,2.0,20,2.39,0,False
